Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,DriveTrain,Cylinders,EngineSize,Horsepower,RPM,Rev.per.mile,Man.trans.avail,Fuel.tank.capacity,Passengers,Length,Wheelbase,Width,Turn.circle,Rear.seat.room,Luggage.room,Weight,Origin,Make
Acura,Integra,Small,-0.48522172384384205,-0.3843033886059846,-0.25197040342551935,0.4853055009871278,0.39075361548567294,Driver only,Front,4,-0.8353543595376881,-0.08764642657154466,1.7121465143392425,1.1241425115316748,Yes,-1.086423118770499,-0.07395099728874494,-0.39948721364540657,-0.28945337373050295,-0.3891587696509903,-0.6060876228380919,-0.4540588680606855,0.007868529350550957,-0.711004930671312,non-USA,Acura Integra
Chevrolet,Legend,Midsize,1.42844321361314,1.4769885999706038,1.655211220663396,-0.7662718436638856,-0.7501633580714258,Driver & Passenger,Front,6,0.5152058613392331,1.0824012239923537,0.3747616833961434,-0.0496184466016154,Yes,0.4077507423093317,-0.07395099728874494,0.8398310741409099,1.6076288485586123,0.4280746466160882,-0.29623383812873033,0.7264941888970964,0.3658866148006208,0.7722968156990168,non-USA,Acura Legend
Audi,90,Compact,1.0410141158457755,0.9806440696835139,1.0418462762327896,-0.4086783166207389,-0.5600105291452426,Driver only,Front,6,0.1293315125172553,0.5363789870625345,0.3747616833961434,-0.16593710011031984,Yes,0.06533589914520352,-0.07395099728874494,-0.19293416568102048,-0.28945337373050295,-0.6615699084066831,-0.6060876228380919,0.05189244206407814,0.007868529350550957,0.4513484846130392,non-USA,Audi 90
Audi,100,Midsize,-0.28563703711519983,1.8699280197812176,2.220657028810361,-0.5874750801423122,-0.5600105291452426,Driver & Passenger,Front,6,-0.2565428363047221,0.5363789870625345,0.3747616833961434,0.3733584752482189,Yes,1.372738027590056,0.8874119674649427,0.7021290421646524,0.29426423312768635,-0.11674763089529748,-0.6060876228380919,1.0637950623136054,1.0819227857007605,0.5033941599242788,non-USA,Audi 100
BMW,535i,Midsize,-0.28563703711519983,1.0737086691123432,-0.21842700802697082,-0.0510847895775922,0.20060078655948985,Driver only,Rear,4,0.804611622955716,1.2384075774008736,0.7091078911319182,0.3945073213407106,Yes,1.372738027590056,-1.0353139620424325,0.22017193024775164,0.7320524382713284,-0.11674763089529748,0.013619946580631228,-0.285408431352431,-0.35014955609951887,0.9110852831956557,non-USA,BMW 535i
Buick,Century,Midsize,-0.3325981398748804,-0.40498441070128016,-0.3957278122764426,-0.0510847895775922,0.39075361548567294,Driver only,Front,4,-0.44948001071571053,-0.6726702518534938,-0.1267576282075187,0.43680501352569406,No,-0.09030721138394547,0.8874119674649427,0.42672497821213773,0.14833483141313902,-0.11674763089529748,0.6333275159993543,0.05189244206407814,0.7239047002506905,0.04365736134166231,USA,Buick Century
Buick,LeSabre,Large,0.33659757445056726,0.12238165272875348,-0.21842700802697082,-0.5874750801423122,-0.17970487129287638,Driver only,Front,6,1.094017384572199,0.49737739871040454,-0.7954500436790682,0.0244025147221056,No,-0.05917858927811523,0.8874119674649427,1.1840861540815533,1.023911241700423,1.2453080628831665,0.9431813007087159,0.8951446256053509,1.0819227857007605,0.616159789765298,USA,Buick LeSabre
Buick,Roadmaster,Large,0.6535850180784113,0.42225647311053705,0.3326430592349017,-1.1238653707070323,-0.7501633580714258,Driver only,Rear,6,2.9269205414765924,0.6923853404710543,-2.132834874622167,-2.1962263249895244,No,1.9641818476008217,0.8874119674649427,2.2857024098916123,1.7535582502731597,2.334952617905938,1.8727426548368005,0.8951446256053509,2.5139951275010395,1.7177932505198696,USA,Buick Roadmaster
Buick,Riviera,Midsize,1.0879752186054563,0.6911097603493778,0.4668166408290969,-0.5874750801423122,-0.3698577002190595,Driver only,Front,6,1.094017384572199,0.49737739871040454,-0.7954500436790682,-1.413719019567331,No,0.6567797191559703,-0.07395099728874494,1.0463841221052959,0.586123036556781,-0.11674763089529748,0.6333275159993543,-0.4540588680606855,0.007868529350550957,0.6595311858579976,USA,Buick Riviera
Cadillac,DeVille,Large,1.8745736898301053,1.559712688351786,1.4251993665019183,-1.1238653707070323,-0.7501633580714258,Driver only,Front,8,2.1551718438326373,1.0824012239923537,-1.9656617707542798,0.0244025147221056,No,0.4077507423093317,0.8874119674649427,1.5971922500103255,1.461699446844065,0.9728969241274738,1.2530350854180774,2.412998555979642,1.4399408711508301,0.876388166321496,USA,Cadillac DeVille
Cadillac,Seville,Midsize,2.4028860958765113,2.1181002849247625,2.0385643109325247,-1.1238653707070323,-0.7501633580714258,Driver & Passenger,Front,8,1.8657660822161537,2.9349766707185263,1.2106272027355802,-0.7898280598388254,No,1.0303231844259277,-0.07395099728874494,1.459490218034068,1.023911241700423,1.2453080628831665,1.562888870127439,1.0637950623136054,0.007868529350550957,1.4228677570895119,USA,Cadillac Seville
Chevrolet,Cavalier,Compact,-1.0017938542003282,-0.6428161647971775,-0.29988953970916044,0.4853055009871278,1.3415177601165884,Driver only,Front,4,-0.44948001071571053,-0.08764642657154466,-0.1267576282075187,0.04555136081459732,Yes,-0.46385067665390284,-0.07395099728874494,-0.05523213370476311,-0.4353827754450503,-0.933981047162376,-0.29623383812873033,-0.9600101781854492,-0.35014955609951887,-1.0839989370685292,USA,Chevrolet Cavalier
Chevrolet,Corsica,Compact,-0.6613258591926441,-0.8496263857501318,-0.9611736204234075,0.4853055009871278,0.9612121022642223,Driver only,Front,4,-0.44948001071571053,-0.6726702518534938,-0.1267576282075187,0.6482934744506111,Yes,-0.33933618823058354,-0.07395099728874494,0.08246989827149427,-0.14352397201595565,-0.3891587696509903,0.013619946580631228,-0.6227093047689402,0.007868529350550957,-0.572216463174673,USA,Chevrolet Corsica
Chevrolet,Camaro,Sporty,-0.4265203453942414,-0.4670274769871664,-0.4436469485600837,-0.5874750801423122,-0.17970487129287638,Driver & Passenger,Rear,4,0.7081430357502215,0.3023694569497548,-1.129796251414843,-1.1705072895036763,Yes,-0.05917858927811523,-1.0353139620424325,0.7021290421646524,-0.4353827754450503,1.2453080628831665,1.2530350854180774,-0.9600101781854492,-0.35014955609951887,0.21714294571246098,USA,Chevrolet Camaro
Chevrolet,Lumina,Midsize,-0.4265203453942414,-0.3843033886059846,-0.2903057124524324,-0.22988155309916553,0.010447957633306727,Driver only,Front,4,-0.44948001071571053,-0.08764642657154466,-0.1267576282075187,0.5002515518031692,No,-0.05917858927811523,0.8874119674649427,-0.1240831496928918,0.586123036556781,0.4280746466160882,0.013619946580631228,0.2205428787723327,0.7239047002506905,0.13907443274560158,USA,Chevrolet Lumina
Chevrolet,Lumina_APV,Van,-0.27389676142527974,-0.3429413444153937,-0.32864102147934515,-0.7662718436638856,-1.130469015923792,Driver only,Front,6,1.094017384572199,0.49737739871040454,-0.7954500436790682,-1.413719019567331,No,1.0303231844259277,1.8487749322186302,-0.33063619765727786,0.8779818399858756,1.2453080628831665,1.562888870127439,0.8951446256053509,0.007868529350550957,1.0411994714737547,USA,Chevrolet Lumina_APV
Chevrolet,Astro,Van,-0.27389676142527974,-0.3119198112724505,-0.2711380579389757,-1.3026621342286056,-1.7009275027023412,Driver only,4WD,6,1.5763603205996708,-0.08764642657154466,-2.132834874622167,-1.2022305586424138,No,3.2093267318340137,2.810137896972318,0.7709800581527811,1.023911241700423,2.334952617905938,0.9431813007087159,1.9070472458548784,0.007868529350550957,1.5790047830232308,USA,Chevrolet Astro
Chevrolet,Caprice,Large,0.11353233634208484,-0.08442856822420082,-0.17529978537169358,-0.9450686071854589,-0.5600105291452426,Driver only,Rear,8,2.2516404310381315,0.49737739871040454,-1.7984886668863924,-2.1327797867120495,No,1.9641818476008217,0.8874119674649427,2.148000377915355,1.7535582502731597,2.062541479150245,0.9431813007087159,0.5578437521888419,2.15597704205097,1.3794963609968123,USA,Chevrolet Caprice
Chevrolet,Corvette,Sporty,2.0624181008688276,1.9009495529241605,1.9235583838517858,-0.9450686071854589,-0.7501633580714258,Driver only,Rear,8,2.9269205414765924,3.032480641598851,-0.46110383594329346,-1.9212913257871322,Yes,1.0303231844259277,-2.9580398915498076,-0.26178518166914916,-1.165029784017787,1.2453080628831665,1.2530350854180774,-0.11675799464417642,0.007868529350550957,0.46002276383157914,USA,Chevrolet Corvette
Chevrolet,Concorde,Large,0.16049343910176522,-0.12579061241479192,-0.2903057124524324,-0.4086783166207389,-0.17970487129287638,Driver & Passenger,Front,6,0.6116744485447271,0.16586389771729998,0.04041547566036866,-0.7792536367925795,No,0.4077507423093317,0.8874119674649427,1.3906392020459393,1.3157700451295176,1.2453080628831665,0.013619946580631228,1.0637950623136054,0.3658866148006208,0.6942283027321574,USA,Chrylser Concorde
Chrysler,LeBaron,Compact,-0.2973773128051199,-0.3946438996536323,-0.41489546678989897,0.12771197394398115,-0.17970487129287638,Driver & Passenger,Front,4,0.3222686869282442,-0.06814563239547969,-0.46110383594329346,-0.5677651758676624,No,-0.21482169980726423,0.8874119674649427,0.013618882283365576,0.0024054296985916903,-0.3891587696509903,0.6333275159993543,0.8951446256053509,0.007868529350550957,-0.05175971006227697,USA,Chrysler LeBaron
Chrysler,Imperial,Large,1.4636640406829005,1.0220061138741046,0.7734991130443998,-0.4086783166207389,-0.5600105291452426,Driver only,Front,6,0.6116744485447271,0.048859132660910146,-0.7954500436790682,-1.2128049816886597,No,-0.21482169980726423,0.8874119674649427,1.3906392020459393,0.8779818399858756,-0.11674763089529748,1.562888870127439,2.750299429396151,1.0819227857007605,0.7896453741360967,USA,Chrysler Imperial
Dodge,Colt,Small,-1.072235508339849,-1.0771176287983817,-1.0378442384772333,1.2004925550734211,0.7710592733380391,Driver only,Front,4,-1.1247601211541713,-1.0236845470226634,1.2106272027355802,1.9595219321850974,Yes,-0.05917858927811523,-0.07395099728874494,-0.6060402616097926,-0.8731709805886922,-0.933981047162376,-2.1553565463849,-0.11675799464417642,-1.0661857269996584,-1.4656672226842862,USA,Dodge Colt
Dodge,Shadow,Small,-1.0135341298902483,-0.8599668967977795,-0.6928264572350175,0.12771197394398115,0.010447957633306727,Driver only,Front,4,-0.44948001071571053,-1.0041837528465984,-0.7954500436790682,0.0244025147221056,Yes,-0.8373941419238602,-0.07395099728874494,-0.74374229358605,-1.0191003823032396,-0.6615699084066831,-0.29623383812873033,-0.4540588680606855,0.007868529350550957,-0.7717248852010915,USA,Dodge Shadow
Dodge,Spirit,Compact,-0.6026244807430434,-0.6531566758448252,-0.6449073209513764,-0.0510847895775922,-0.3698577002190595,Driver only,Front,4,-0.16007424909922763,-0.8676781936141436,-0.7954500436790682,0.3733584752482189,Yes,-0.05917858927811523,0.8874119674649427,-0.1240831496928918,0.0024054296985916903,-0.3891587696509903,0.013619946580631228,0.8951446256053509,0.007868529350550957,-0.2512681320886955,USA,Dodge Spirit
